[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, Displex AC Transport Measurement Program, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Time(s),Temp(K),R1(Ohm),R2(Ohm),R3(Ohm),R4(Ohm)
3867324586.65,13803.08,97.956630,,,,0.032889700
3867324599.90,13816.33,98.045170,2.141410000,,,
3867324613.16,13829.59,98.141690,,1.394690000,,
3867324626.37,13842.80,98.242620,,,0.020940000,
3867324639.58,13856.01,98.334065,,,,0.032757000
3867324652.93,13869.36,98.420810,2.138090000,,,
3867324666.19,13882.62,98.522235,,1.392530000,,
3867324679.39,13895.82,98.608005,,,0.021009300,
3867324692.60,13909.03,98.693450,,,,0.032873700
3867324705.87,13922.30,98.791350,2.137880000,,,
3867324719.11,13935.54,98.891435,,1.390500000,,
3867324732.32,13948.75,98.975045,,,0.021062100,
3867324745.52,13961.95,99.075970,,,,0.033321000
3867324758.93,13975.36,99.172100,2.134720000,,,
3867324772.13,13988.56,99.255880,,1.388600000,,
3867324785.34,14001.77,99.344835,,,0.021113700,
3867324798.55,14014.98,99.436250,,,,0.033414700
3867324811.80,14028.23,99.540830,2.133640000,,,
3867324825.06,14041.49,99.627140,,1.386660000,,
3867324838.27,14054.70,99.721310,,,0.021156800,
3867324851.47,14067.90,99.821275,,,,0.033195800
3867324864.95,14081.38,99.916130,2.131970000,,,
3867324878.18,14094.61,100.002000,,1.384910000,,
3867324891.39,14107.82,100.059650,,,0.021195300,
3867324904.60,14121.03,100.038700,,,,0.033320100
3867324917.85,14134.28,100.004500,2.133320000,,,
3867324931.11,14147.54,99.993100,,1.384760000,,
3867324944.31,14160.74,99.989435,,,0.021243200,
3867324957.52,14173.95,99.987015,,,,0.033179800
3867324981.59,14198.02,100.019150,2.132950000,,,
3867324994.84,14211.27,100.025750,,1.384620000,,
3867325008.04,14224.47,100.003450,,,0.021242600,
3867325021.25,14237.68,99.993270,,,,0.033359400
3867325044.85,14261.28,100.001200,2.130850000,,,
3867325058.07,14274.50,100.072350,,1.384340000,,
3867325071.27,14287.70,100.189200,,,0.021251900,
3867325084.48,14300.91,100.314250,,,,0.033463400
3867325097.73,14314.16,100.402250,2.131170000,,,
3867325110.99,14327.42,100.500850,,1.382780000,,
3867325124.20,14340.63,100.598350,,,0.021312900,
3867325137.40,14353.83,100.692000,,,,0.033753500
3867325150.77,14367.20,100.788050,2.128490000,,,
3867325164.01,14380.44,100.867050,,1.380950000,,
3867325177.22,14393.65,100.985700,,,0.021391700,
3867325190.43,14406.86,101.072650,,,,0.033916800
3867325203.70,14420.13,101.151300,2.127460000,,,
3867325216.94,14433.37,101.242000,,1.379710000,,
3867325230.14,14446.57,101.336450,,,0.021383900,
3867325243.35,14459.78,101.434750,,,,0.033767100
3867325256.61,14473.04,101.537250,2.128130000,,,
3867325269.86,14486.29,101.623500,,1.377990000,,
3867325283.07,14499.50,101.716050,,,0.021493900,
3867325296.27,14512.70,101.802200,,,,0.034181300
3867325309.53,14525.96,101.894050,2.126330000,,,
3867325322.78,14539.21,101.995250,,1.376580000,,
3867325335.99,14552.42,102.082150,,,0.021548600,
3867325349.20,14565.63,102.179700,,,,0.034280400
3867325362.45,14578.88,102.272550,2.123110000,,,
3867325375.71,14592.14,102.371550,,1.374810000,,
3867325388.91,14605.34,102.446300,,,0.021613100,
3867325402.12,14618.55,102.564050,,,,0.034289600
3867325415.40,14631.83,102.634050,2.121180000,,,
3867325428.63,14645.06,102.737850,,1.373130000,,
3867325441.84,14658.27,102.848150,,,0.021675700,
3867325455.04,14671.47,102.937800,,,,0.034385900
3867325468.29,14684.72,103.016300,2.120060000,,,
3867325481.56,14697.99,103.102250,,1.371510000,,
3867325494.76,14711.19,103.198850,,,0.021730900,
3867325507.97,14724.40,103.293650,,,,0.034548100
3867325521.23,14737.66,103.390350,2.119170000,,,
3867325534.48,14750.91,103.477350,,1.369700000,,
3867325547.69,14764.12,103.575700,,,0.021728900,
3867325560.89,14777.32,103.665550,,,,0.034640700
3867325574.15,14790.58,103.760750,2.117490000,,,
3867325587.41,14803.84,103.849000,,1.367940000,,
3867325600.61,14817.04,103.950350,,,0.021768600,
3867325613.82,14830.25,104.040050,,,,0.034704500
3867325627.12,14843.55,104.133400,2.113580000,,,
3867325640.33,14856.76,104.227300,,1.365870000,,
3867325653.53,14869.96,104.314850,,,0.021878100,
3867325666.74,14883.17,104.398100,,,,0.034818800
3867325679.99,14896.42,104.508250,2.111730000,,,
3867325693.25,14909.68,104.605350,,1.363800000,,
3867325706.46,14922.89,104.689800,,,0.021924500,
3867325719.67,14936.10,104.772600,,,,0.034621000
3867325733.05,14949.48,104.886200,2.109760000,,,
3867325746.28,14962.71,104.973050,,1.362020000,,
3867325759.48,14975.91,105.060250,,,0.021996300,
3867325772.69,14989.12,105.154000,,,,0.034492000
3867325785.94,15002.37,105.248700,2.107940000,,,
3867325799.20,15015.63,105.343800,,1.359950000,,
3867325812.41,15028.84,105.425600,,,0.022031700,
3867325825.61,15042.04,105.526700,,,,0.034573200
3867325838.98,15055.41,105.625100,2.106090000,,,
3867325852.22,15068.65,105.713900,,1.358090000,,
3867325865.43,15081.86,105.805650,,,0.022122200,
3867325878.64,15095.07,105.903400,,,,0.034711900
3867325891.88,15108.31,105.986800,2.103740000,,,
3867325905.15,15121.58,106.076500,,1.356140000,,
3867325918.36,15134.79,106.182300,,,0.022145900,
3867325931.56,15147.99,106.277950,,,,0.034630700
3867325944.93,15161.36,106.367700,2.104190000,,,
3867325958.17,15174.60,106.450300,,1.354300000,,
3867325971.38,15187.81,106.549600,,,0.022170800,
3867325984.59,15201.02,106.641850,,,,0.034816800
3867325997.83,15214.26,106.744200,2.102280000,,,
3867326011.10,15227.53,106.829100,,1.352190000,,
3867326024.30,15240.73,106.919150,,,0.022190600,
3867326037.51,15253.94,107.017000,,,,0.034956000
3867326050.95,15267.38,107.107000,2.100640000,,,
3867326064.22,15280.65,107.198200,,1.350330000,,
3867326077.43,15293.86,107.298200,,,0.022235000,
3867326090.63,15307.06,107.392600,,,,0.035102800
3867326103.88,15320.31,107.482800,2.096910000,,,
3867326117.15,15333.58,107.574100,,1.348390000,,
3867326130.35,15346.78,107.666500,,,0.022347200,
3867326143.56,15359.99,107.760950,,,,0.035234400
3867326156.93,15373.36,107.855850,2.097040000,,,
3867326170.17,15386.60,107.950600,,1.346440000,,
3867326183.38,15399.81,108.037050,,,0.022397900,
3867326196.58,15413.01,108.133300,,,,0.035357800
3867326209.84,15426.27,108.222300,2.095180000,,,
3867326223.10,15439.53,108.320650,,1.344570000,,
3867326236.30,15452.73,108.408850,,,0.022463400,
3867326249.51,15465.94,108.500550,,,,0.035406100
3867326262.93,15479.36,108.602800,2.093120000,,,
3867326276.12,15492.55,108.690800,,1.342550000,,
3867326289.32,15505.75,108.783250,,,0.022503400,
3867326302.53,15518.96,108.879050,,,,0.035845800
3867326315.77,15532.20,108.975300,2.091070000,,,
3867326329.04,15545.47,109.067300,,1.340500000,,
3867326342.25,15558.68,109.155650,,,0.022636400,
3867326355.45,15571.88,109.243800,,,,0.035948500
3867326368.92,15585.35,109.341650,2.089300000,,,
3867326382.17,15598.60,109.440750,,1.338520000,,
3867326395.37,15611.80,109.528500,,,0.022666200,
3867326408.58,15625.01,109.622700,,,,0.036030700
3867326421.89,15638.32,109.714150,2.087400000,,,
3867326435.09,15651.52,109.789100,,1.336360000,,
3867326448.30,15664.73,109.899150,,,0.022765800,
3867326461.50,15677.93,110.003150,,,,0.035842000
3867326474.94,15691.37,110.100050,2.087340000,,,
3867326488.11,15704.54,110.190350,,1.334350000,,
3867326501.32,15717.75,110.273550,,,0.022819400,
3867326514.53,15730.96,110.359200,,,,0.035946300
3867326527.78,15744.21,110.455950,2.085810000,,,
3867326541.04,15757.47,110.547700,,1.332340000,,
3867326554.24,15770.67,110.644400,,,0.022921300,
3867326567.45,15783.88,110.739200,,,,0.036019300
3867326580.92,15797.35,110.839450,2.084190000,,,
3867326594.16,15810.59,110.921050,,1.330260000,,
3867326607.37,15823.80,111.011200,,,0.022942500,
3867326620.57,15837.00,111.108350,,,,0.036106200
3867326633.83,15850.26,111.204900,2.080900000,,,
3867326647.09,15863.52,111.306700,,1.328050000,,
3867326660.29,15876.72,111.394700,,,0.023001000,
3867326673.50,15889.93,111.478550,,,,0.036143100
3867326686.94,15903.37,111.569650,2.079150000,,,
3867326700.21,15916.64,111.666400,,1.326010000,,
3867326713.41,15929.84,111.766400,,,0.023077600,
3867326726.62,15943.05,111.861900,,,,0.036239100
3867326739.87,15956.30,111.961500,2.077460000,,,
3867326753.14,15969.57,112.044900,,1.323990000,,
3867326766.34,15982.77,112.132650,,,0.023185800,
3867326779.55,15995.98,112.225150,,,,0.036341600
3867326792.96,16009.39,112.320350,2.076280000,,,
3867326806.16,16022.59,112.415000,,1.322160000,,
3867326819.37,16035.80,112.506550,,,0.023255700,
3867326832.57,16049.00,112.598150,,,,0.036492100
3867326845.83,16062.26,112.697500,2.074300000,,,
3867326859.08,16075.51,112.785400,,1.319770000,,
3867326872.29,16088.72,112.877250,,,0.025169200,
3867326885.49,16101.92,112.974150,,,,0.036642700
3867326898.97,16115.40,113.070550,2.072630000,,,
3867326912.21,16128.64,113.163500,,1.317800000,,
3867326925.41,16141.84,113.256000,,,0.025521300,
3867326938.62,16155.05,113.347050,,,,0.036747000
3867326951.93,16168.36,113.432400,2.071150000,,,
3867326965.13,16181.56,113.530750,,1.316060000,,
3867326978.34,16194.77,113.627650,,,0.025563200,
3867326991.54,16207.97,113.718500,,,,0.036854200
3867327004.99,16221.42,113.813900,2.069570000,,,
3867327018.25,16234.68,113.898100,,1.314020000,,
3867327031.46,16247.89,113.988450,,,0.025655200,
3867327044.67,16261.10,114.098750,,,,0.036956700
3867327057.91,16274.34,114.192600,2.069200000,,,
3867327071.18,16287.61,114.276000,,1.311840000,,
3867327084.38,16300.81,114.363800,,,0.025739600,
3867327097.59,16314.02,114.453850,,,,0.037225500
3867327110.93,16327.36,114.568150,2.066380000,,,
3867327124.20,16340.63,114.650100,,1.309580000,,
3867327137.41,16353.84,114.725300,,,0.025812300,
3867327150.61,16367.04,114.848900,,,,0.037406800
3867327163.86,16380.29,114.942850,2.064820000,,,
3867327177.13,16393.56,115.023400,,1.307490000,,
3867327190.33,16406.76,115.106250,,,0.025917100,
3867327203.54,16419.97,115.201500,,,,0.037459900
3867327216.98,16433.41,115.301600,2.063160000,,,
3867327230.25,16446.68,115.396250,,1.305610000,,
3867327243.46,16459.89,115.465350,,,0.025964600,
3867327256.66,16473.09,115.585350,,,,0.037573700
3867327269.91,16486.34,115.696950,2.063280000,,,
3867327283.17,16499.60,115.782550,,1.303640000,,
3867327296.38,16512.81,115.858500,,,0.026026700,
3867327309.59,16526.02,115.940100,,,,0.037612400
3867327322.93,16539.36,116.034350,2.060130000,,,
3867327336.20,16552.63,116.143000,,1.301950000,,
3867327349.41,16565.84,116.236000,,,0.026090200,
3867327362.61,16579.04,116.320400,,,,0.037712300
3867327375.87,16592.30,116.406250,2.058800000,,,
3867327389.12,16605.55,116.501750,,1.299960000,,
3867327402.33,16618.76,116.604600,,,0.026171000,
3867327415.53,16631.96,116.709400,,,,0.037705700
3867327428.92,16645.35,116.789000,2.056950000,,,
3867327442.15,16658.58,116.878800,,1.297960000,,
3867327455.35,16671.78,116.976800,,,0.026262500,
3867327468.56,16684.99,117.066950,,,,0.037893700
3867327481.82,16698.25,117.155550,2.055740000,,,
3867327495.07,16711.50,117.246650,,1.295980000,,
3867327508.28,16724.71,117.339500,,,0.026287600,
3867327521.48,16737.91,117.437300,,,,0.037991800
3867327534.95,16751.38,117.538550,2.053960000,,,
3867327548.20,16764.63,117.634600,,1.293880000,,
3867327561.40,16777.83,117.719450,,,0.026379000,
3867327574.61,16791.04,117.804800,,,,0.038087000
3867327587.85,16804.28,117.901100,2.052580000,,,
3867327601.12,16817.55,117.993900,,1.291750000,,
3867327614.33,16830.76,118.079700,,,0.026453300,
3867327627.53,16843.96,118.184900,,,,0.038196200
3867327640.93,16857.36,118.285500,2.050420000,,,
3867327654.14,16870.57,118.374000,,1.289500000,,
3867327667.35,16883.78,118.457200,,,0.026507100,
3867327680.55,16896.98,118.550700,,,,0.038402100
3867327693.81,16910.24,118.640850,2.048700000,,,
3867327707.07,16923.50,118.744100,,1.287220000,,
3867327720.27,16936.70,118.829600,,,0.026541000,
3867327733.48,16949.91,118.921750,,,,0.038515800
3867327746.94,16963.37,119.027100,2.046820000,,,
3867327760.19,16976.62,119.109050,,1.284910000,,
3867327773.40,16989.83,119.197500,,,0.026632600,
3867327786.60,17003.03,119.298600,,,,0.038618000
3867327799.86,17016.29,119.395950,2.045600000,,,
3867327813.11,17029.54,119.487900,,1.282760000,,
3867327826.32,17042.75,119.563950,,,0.026716000,
3867327839.53,17055.96,119.666300,,,,0.038737700
3867327852.94,17069.37,119.761650,2.043610000,,,
3867327866.14,17082.57,119.856100,,1.280480000,,
3867327879.35,17095.78,119.953550,,,0.026746500,
3867327892.55,17108.98,120.043900,,,,0.038703100
3867327905.79,17122.22,120.131400,2.041660000,,,
3867327919.07,17135.50,120.217900,,1.278390000,,
3867327932.27,17148.70,120.320750,,,0.026800600,
3867327945.48,17161.91,120.419750,,,,0.038830400
3867327958.95,17175.38,120.510650,2.040090000,,,
3867327972.19,17188.62,120.593500,,1.276200000,,
3867327985.39,17201.82,120.684100,,,0.026862400,
3867327998.60,17215.03,120.784600,,,,0.038937400
3867328011.84,17228.27,120.876900,2.039990000,,,
3867328025.11,17241.54,120.967600,,1.274120000,,
3867328038.32,17254.75,121.056750,,,0.026971900,
3867328051.53,17267.96,121.156750,,,,0.038990400
3867328064.92,17281.35,121.243150,2.037040000,,,
3867328078.14,17294.57,121.331800,,1.272000000,,
3867328091.34,17307.77,121.435850,,,0.027051800,
3867328104.55,17320.98,121.539850,,,,0.039094200
3867328117.80,17334.23,121.623750,2.035460000,,,
3867328131.06,17347.49,121.715350,,1.269480000,,
3867328144.27,17360.70,121.806750,,,0.027120100,
3867328157.47,17373.90,121.898200,,,,0.039181000
3867328170.94,17387.37,121.984500,2.033750000,,,
3867328184.18,17400.61,122.080850,,1.266940000,,
3867328197.39,17413.82,122.175850,,,0.027210000,
3867328210.60,17427.03,122.275500,,,,0.039304300
3867328223.85,17440.28,122.371800,2.034040000,,,
3867328237.11,17453.54,122.457950,,1.264850000,,
3867328250.31,17466.74,122.547000,,,0.027303300,
3867328263.52,17479.95,122.640400,,,,0.039418600
3867328276.96,17493.39,122.737400,2.032470000,,,
3867328290.23,17506.66,122.829850,,1.262990000,,
3867328303.44,17519.87,122.918000,,,0.027321700,
3867328316.64,17533.07,123.009450,,,,0.039511100
3867328329.90,17546.33,123.115050,2.030890000,,,
3867328343.16,17559.59,123.202800,,1.261360000,,
3867328356.36,17572.79,123.296250,,,0.027363200,
3867328369.57,17586.00,123.388100,,,,0.039616100
3867328382.99,17599.42,123.476250,2.029220000,,,
3867328396.18,17612.61,123.570450,,1.259340000,,
3867328409.38,17625.81,123.664150,,,0.027545400,
3867328422.59,17639.02,123.761900,,,,0.039770900
3867328435.85,17652.28,123.860550,2.027310000,,,
3867328449.10,17665.53,123.945000,,1.257490000,,
3867328462.31,17678.74,124.034300,,,0.027592500,
3867328475.52,17691.95,124.118800,,,,0.039959000
3867328488.95,17705.38,124.218100,2.025880000,,,
3867328502.13,17718.56,124.314800,,1.255580000,,
3867328515.33,17731.76,124.410600,,,0.028009200,
3867328528.54,17744.97,124.510300,,,,0.040065400
3867328541.79,17758.22,124.591850,2.023930000,,,
3867328555.05,17771.48,124.684300,,1.253520000,,
3867328568.26,17784.69,124.779550,,,0.027863000,
3867328581.46,17797.89,124.867500,,,,0.040073400
3867328594.93,17811.36,124.969750,2.022250000,,,
3867328608.18,17824.61,125.055050,,1.251540000,,
3867328621.38,17837.81,125.155400,,,0.028013300,
3867328634.59,17851.02,125.250300,,,,0.040096900
3867328647.83,17864.26,125.338800,2.020540000,,,
3867328661.10,17877.53,125.426700,,1.249800000,,
3867328674.30,17890.73,125.520000,,,0.028020900,
3867328687.51,17903.94,125.606850,,,,0.040194900
3867328700.95,17917.38,125.693450,2.018770000,,,
3867328714.22,17930.65,125.801800,,1.248150000,,
3867328727.43,17943.86,125.902300,,,0.027858800,
3867328740.64,17957.07,126.008600,,,,0.040322900
3867328753.88,17970.31,126.089800,2.017250000,,,
3867328767.15,17983.58,126.172500,,1.246780000,,
3867328780.36,17996.79,126.257750,,,0.028040600,
3867328793.56,18009.99,126.355500,,,,0.040408400
3867328806.93,18023.36,126.454100,2.015520000,,,
3867328820.17,18036.60,126.547150,,1.245050000,,
3867328833.38,18049.81,126.640750,,,0.027929800,
3867328846.58,18063.01,126.727900,,,,0.040473200
3867328859.87,18076.30,126.818400,2.013680000,,,
3867328873.10,18089.53,126.913350,,1.242880000,,
3867328886.30,18102.73,127.014000,,,0.028097200,
3867328899.51,18115.94,127.110000,,,,0.040589600
3867328912.93,18129.36,127.197950,2.011950000,,,
3867328926.12,18142.55,127.284100,,1.240800000,,
3867328939.33,18155.76,127.374250,,,0.028117200,
3867328952.53,18168.96,127.467600,,,,0.040712600
3867328965.79,18182.22,127.571300,2.011120000,,,
3867328979.05,18195.48,127.666300,,1.238830000,,
3867328992.25,18208.68,127.761600,,,0.028060400,
3867329005.46,18221.89,127.843950,,,,0.040797800
3867329018.94,18235.37,127.938450,2.009240000,,,
3867329032.17,18248.60,128.027100,,1.236770000,,
3867329045.38,18261.81,128.121650,,,0.028112700,
3867329058.58,18275.01,128.221250,,,,0.040896000
3867329071.82,18288.25,128.312450,2.007480000,,,
3867329085.09,18301.52,128.400050,,1.234690000,,
3867329098.30,18314.73,128.505650,,,0.028207300,
3867329111.51,18327.94,128.584800,,,,0.041014200
3867329124.94,18341.37,128.687900,2.005820000,,,
3867329138.12,18354.55,128.777650,,1.232320000,,
3867329151.32,18367.75,128.867100,,,0.028303300,
3867329164.53,18380.96,128.960900,,,,0.041112200
3867329177.78,18394.21,129.058250,2.004510000,,,
3867329191.04,18407.47,129.134700,,1.229950000,,
3867329204.25,18420.68,129.248350,,,0.028436500,
3867329217.45,18433.88,129.344900,,,,0.041233200
3867329230.94,18447.37,129.429000,2.002960000,,,
3867329244.17,18460.60,129.494650,,1.227560000,,
3867329257.37,18473.80,129.601600,,,0.028603100,
3867329270.58,18487.01,129.712250,,,,0.041375300
3867329283.83,18500.26,129.809300,2.001170000,,,
3867329297.09,18513.52,129.898850,,1.225480000,,
3867329310.29,18526.72,129.986150,,,0.028469800,
3867329323.50,18539.93,130.076200,,,,0.041481500
3867329336.97,18553.40,130.168150,1.999740000,,,
3867329350.21,18566.64,130.260600,,1.223540000,,
3867329363.42,18579.85,130.357600,,,0.028548500,
3867329376.62,18593.05,130.436600,,,,0.041589400
3867329389.92,18606.35,130.543350,1.998040000,,,
3867329403.14,18619.57,130.642900,,1.221400000,,
3867329416.34,18632.77,130.736450,,,0.028644400,
3867329429.55,18645.98,130.820950,,,,0.041706500
3867329442.97,18659.40,130.908400,1.997950000,,,
3867329456.16,18672.59,131.003300,,1.219750000,,
3867329469.37,18685.80,131.101250,,,0.028959700,
3867329482.57,18699.00,131.190300,,,,0.041822900
3867329495.83,18712.26,131.280100,1.996910000,,,
3867329509.09,18725.52,131.376750,,1.217840000,,
3867329522.29,18738.72,131.470200,,,0.029012700,
3867329535.50,18751.93,131.564300,,,,0.041931400
3867329548.95,18765.38,131.654600,1.996090000,,,
3867329562.21,18778.64,131.748800,,1.215970000,,
3867329575.41,18791.84,131.843500,,,0.029037000,
3867329588.62,18805.05,131.938200,,,,0.042045400
3867329601.88,18818.31,132.032100,1.993270000,,,
3867329615.13,18831.56,132.116900,,1.214140000,,
3867329628.34,18844.77,132.202700,,,0.029189900,
3867329641.54,18857.97,132.308350,,,,0.042163600
3867329654.98,18871.41,132.406050,1.993920000,,,
3867329668.16,18884.59,132.496050,,1.212030000,,
3867329681.36,18897.79,132.588800,,,0.029710800,
3867329694.57,18911.00,132.677200,,,,0.042271200
3867329707.82,18924.25,132.777400,1.991120000,,,
3867329721.08,18937.51,132.866550,,1.210090000,,
3867329734.29,18950.72,132.954200,,,0.029334400,
3867329747.49,18963.92,133.043850,,,,0.042474900
3867329760.93,18977.36,133.143300,1.989780000,,,
3867329774.20,18990.63,133.239950,,1.208000000,,
3867329787.41,19003.84,133.331250,,,0.029413400,
3867329800.62,19017.05,133.427100,,,,0.042564800
3867329813.87,19030.30,133.514200,1.988220000,,,
3867329827.13,19043.56,133.606150,,1.205930000,,
3867329840.33,19056.76,133.705500,,,0.029345500,
3867329853.54,19069.97,133.796400,,,,0.042718200
3867329866.91,19083.34,133.881600,1.987990000,,,
3867329880.15,19096.58,133.970650,,1.203950000,,
3867329893.36,19109.79,134.072900,,,0.029388900,
3867329906.57,19123.00,134.168150,,,,0.042824600
3867329919.82,19136.25,134.265750,1.985950000,,,
3867329933.08,19149.51,134.353150,,1.201900000,,
3867329946.28,19162.71,134.446850,,,0.029449400,
3867329959.49,19175.92,134.538200,,,,0.042737100
3867329972.93,19189.36,134.628550,1.984510000,,,
3867329986.20,19202.63,134.712550,,1.199680000,,
3867329999.41,19215.84,134.822250,,,0.029537400,
3867330012.61,19229.04,134.916900,,,,0.042920400
3867330025.87,19242.30,135.004650,1.983220000,,,
3867330039.13,19255.56,135.090800,,1.197660000,,
3867330052.33,19268.76,135.186900,,,0.029669200,
3867330065.54,19281.97,135.280250,,,,0.043021000
3867330078.95,19295.38,135.375650,1.981750000,,,
3867330092.15,19308.58,135.464250,,1.195370000,,
3867330105.36,19321.79,135.562000,,,0.029645900,
3867330118.56,19334.99,135.642100,,,,0.043141400
3867330131.82,19348.25,135.747850,1.979390000,,,
3867330145.07,19361.50,135.844050,,1.193230000,,
3867330158.28,19374.71,135.939400,,,0.029715300,
3867330171.49,19387.92,136.029850,,,,0.043269500
3867330184.93,19401.36,136.118000,1.978160000,,,
3867330198.20,19414.63,136.202400,,1.191150000,,
3867330211.40,19427.83,136.297200,,,0.029787400,
3867330224.61,19441.04,136.395100,,,,0.043451100
3867330237.85,19454.28,136.493450,1.976310000,,,
3867330251.12,19467.55,136.582150,,1.189160000,,
3867330264.33,19480.76,136.675600,,,0.029868200,
3867330277.53,19493.96,136.763800,,,,0.043439800
3867330290.93,19507.36,136.862800,1.974490000,,,
3867330304.15,19520.58,136.955750,,1.186830000,,
3867330317.35,19533.78,137.046100,,,0.029938000,
3867330330.56,19546.99,137.139950,,,,0.043760900
3867330343.81,19560.24,137.226550,1.972830000,,,
3867330357.07,19573.50,137.323850,,1.184600000,,
3867330370.27,19586.70,137.410300,,,0.030018700,
3867330383.48,19599.91,137.513350,,,,0.043791300
3867330396.95,19613.38,137.605600,1.971060000,,,
3867330410.19,19626.62,137.698750,,1.182160000,,
3867330423.40,19639.83,137.795500,,,0.030092400,
3867330436.61,19653.04,137.889400,,,,0.043927300
3867330449.86,19666.29,137.981550,1.969250000,,,
3867330463.12,19679.55,138.063850,,1.179960000,,
3867330476.32,19692.75,138.159850,,,0.030170700,
3867330489.53,19705.96,138.251700,,,,0.043848700
3867330502.94,19719.37,138.338350,1.967600000,,,
3867330516.14,19732.57,138.438100,,1.178010000,,
3867330529.35,19745.78,138.535000,,,0.030247300,
3867330542.55,19758.98,138.633050,,,,0.043987000
3867330555.81,19772.24,138.713200,1.965130000,,,
3867330569.07,19785.50,138.809250,,1.175990000,,
3867330582.27,19798.70,138.908100,,,0.030375900,
3867330595.48,19811.91,138.996950,,,,0.044099900
3867330608.94,19825.37,139.095900,1.963130000,,,
3867330622.19,19838.62,139.182950,,1.174070000,,
3867330635.39,19851.82,139.275700,,,0.030482100,
3867330648.60,19865.03,139.369900,,,,0.044212300
3867330661.86,19878.29,139.463200,1.960520000,,,
3867330675.12,19891.55,139.559100,,1.172050000,,
3867330688.32,19904.75,139.650450,,,0.030662300,
3867330701.53,19917.96,139.739450,,,,0.044420000
3867330714.97,19931.40,139.833650,1.957860000,,,
3867330728.24,19944.67,139.928200,,1.170050000,,
3867330741.44,19957.87,140.021700,,,0.030900200,
3867330754.65,19971.08,140.099150,,,,0.044433100
3867330767.89,19984.32,140.215550,1.956440000,,,
3867330781.16,19997.59,140.308250,,1.167750000,,
3867330794.37,20010.80,140.394050,,,0.030757100,
3867330807.57,20024.00,140.471750,,,,0.044660700
3867330820.93,20037.36,140.575350,1.952340000,,,
3867330834.19,20050.62,140.684300,,1.165570000,,
3867330847.39,20063.82,140.776250,,,0.030868700,
3867330860.60,20077.03,140.858150,,,,0.044766600
3867330873.85,20090.28,140.947100,1.949540000,,,
3867330887.11,20103.54,141.037000,,1.163570000,,
3867330900.32,20116.75,141.130650,,,0.030934700,
3867330913.52,20129.95,141.225950,,,,0.045011700
3867330926.94,20143.37,141.320100,1.945150000,,,
3867330940.13,20156.56,141.413100,,1.161470000,,
3867330953.34,20169.77,141.512850,,,0.031256500,
3867330966.55,20182.98,141.590450,,,,0.045292200
3867330979.80,20196.23,141.693600,1.942100000,,,
3867330993.06,20209.49,141.788050,,1.159270000,,
3867331006.26,20222.69,141.879650,,,0.031045100,
3867331019.47,20235.90,141.971300,,,,0.045454000
3867331032.83,20249.26,142.066350,1.938700000,,,
3867331046.08,20262.51,142.157750,,1.157350000,,
3867331059.29,20275.72,142.244550,,,0.031104100,
3867331072.49,20288.92,142.338050,,,,0.045581900
3867331085.75,20302.18,142.438200,1.935180000,,,
3867331099.01,20315.44,142.535250,,1.155190000,,
3867331112.21,20328.64,142.622000,,,0.031158300,
3867331125.42,20341.85,142.715850,,,,0.045710800
3867331138.93,20355.36,142.807050,1.931580000,,,
3867331152.13,20368.56,142.900200,,1.152950000,,
3867331165.34,20381.77,142.996250,,,0.031236000,
3867331178.54,20394.97,143.086900,,,,0.045812900
3867331191.79,20408.22,143.173100,1.927920000,,,
3867331205.06,20421.49,143.274750,,1.150830000,,
3867331218.26,20434.69,143.363950,,,0.031302100,
3867331231.47,20447.90,143.462600,,,,0.045731300
3867331244.95,20461.38,143.558150,1.924530000,,,
3867331258.18,20474.61,143.637150,,1.148760000,,
3867331271.38,20487.81,143.726200,,,0.031404100,
3867331284.59,20501.02,143.837100,,,,0.045874600
3867331297.87,20514.30,143.933850,1.921940000,,,
3867331311.10,20527.53,144.017800,,1.146280000,,
3867331324.31,20540.74,144.107650,,,0.031479700,
3867331337.51,20553.94,144.200650,,,,0.046019400
3867331350.93,20567.36,144.291350,1.917240000,,,
3867331364.13,20580.56,144.382900,,1.144370000,,
3867331377.33,20593.76,144.485550,,,0.031616000,
3867331390.54,20606.97,144.578350,,,,0.046130100
3867331403.79,20620.22,144.666300,1.913570000,,,
3867331417.05,20633.48,144.758150,,1.142180000,,
3867331430.26,20646.69,144.843950,,,0.031841500,
3867331443.46,20659.89,144.941150,,,,0.046192100
3867331456.93,20673.36,145.043600,1.910600000,,,
3867331470.18,20686.61,145.138250,,1.140180000,,
3867331483.38,20699.81,145.228550,,,0.031952800,
3867331496.59,20713.02,145.313400,,,,0.046234600
3867331509.84,20726.27,145.404950,1.908520000,,,
3867331523.10,20739.53,145.499000,,1.137920000,,
3867331536.30,20752.73,145.606350,,,0.031930100,
3867331549.51,20765.94,145.694800,,,,0.046555300
3867331562.93,20779.36,145.781650,1.904710000,,,
3867331576.12,20792.55,145.877500,,1.136050000,,
